run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
8,apple,1250,5000,float64,cpu,0.00020543900018310524,1.580001480760984e-07,0.020601252999767894,0.002468515000145999,0.0059873440000046685,2.0720903460000955,6.142451477000122,1.539997356303502e-07,8.243804686000203
9,apple,1250,5000,float64,cpu,0.00019870699998136843,1.0100029612658545e-07,0.019732197999928758,0.002486626000063552,0.006338778999634087,2.0902632849997644,6.119602449000013,9.799987310543656e-08,8.238622242999554
0,apple,1250,5000,float32,cpu,0.00018715399983193493,1.049997990776319e-07,0.0206697560001885,0.002266828000301757,0.005236442000295938,1.0261894899999788,3.1744470600001478,1.1500014807097614e-07,4.228996950000692
1,apple,1250,5000,float32,cpu,0.00020162100008747075,1.320004230365157e-07,0.02037043599966637,0.0028499139998530154,0.007226405999972485,1.044273774999965,3.209898777000035,1.8800028556142934e-07,4.284821249000288
2,apple,1250,5000,float32,cpu,0.00018718899991654325,9.999985195463523e-08,0.019793558999936067,0.0025224709997928585,0.005615922999822942,1.0461558459996922,3.198579659999723,1.280000105907675e-07,4.272854875998746
3,apple,1250,5000,float32,cpu,0.00019859599979099585,9.89998625300359e-08,0.020134353999765153,0.0022295789999589033,0.0052993379999861645,1.0284959319997142,3.213281433999782,1.5899968275334686e-07,4.269639490998543
4,apple,1250,5000,float32,cpu,0.00020001000029878924,8.899996828404255e-08,0.01973068699999203,0.002286287000060838,0.00529193900001701,1.068194842000139,3.1963753710001583,9.700033842818812e-08,4.292079322000973
5,apple,1250,5000,float32,cpu,0.00019189200020264252,9.699988368083723e-08,0.020390089000102307,0.0023032789999888337,0.005170132000330341,1.042988699000034,3.181728737999947,1.3299995771376416e-07,4.252773059000447
6,apple,1250,5000,float32,cpu,0.00020948900009898352,1.019998308038339e-07,0.02013288600028318,0.0022808700000496174,0.005232678000083979,1.0372241179998127,3.212242096999944,1.5099976735655218e-07,4.2773223909998705
7,apple,1250,5000,float32,cpu,0.00018675399996936903,1.1300016922177747e-07,0.01986896699963836,0.0022525700001096993,0.005175891999897431,1.0308508930002063,3.1820401170002697,9.700033842818812e-08,4.2403754030005985
8,apple,1250,5000,float32,cpu,0.0002671570000529755,1.5199975678115152e-07,0.020354852999844297,0.002227638000022125,0.005224283000188734,1.0401197349997346,3.1956749690002653,1.140001586463768e-07,4.2638689010000235
9,apple,1250,5000,float32,cpu,0.0001687310000306752,1.140001586463768e-07,0.019834936000279413,0.0027023749998988933,0.005442597000183014,1.0578400669996881,3.2200645469997653,1.690000317466911e-07,4.306053536000036
