run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_mem_mb
5,vase,625,2500,float32,cuda,0.00015318399982788833,0.00017834499976743245,0.05066879100013466,0.010617977000038081,0.005420352000328421,0.0020112920001338352,0.028865262000181247,0.6716312489998018,0.7695464520002133,1107.22314453125
6,vase,625,2500,float32,cuda,0.00015066400010255165,0.00019374700059415773,0.044853657000203384,0.008791381000264664,0.004621306999979424,0.0019368909997865558,0.028761589000168897,0.6429028550001021,0.7322120910012018,1107.22314453125
7,vase,625,2500,float32,cuda,0.00014410400035558268,0.000174796000464994,0.04433579400028975,0.00933517799967376,0.0048111019996213145,0.0018765980003081495,0.028778722999959427,0.6421595389992945,0.7316158339999674,1107.22314453125
8,vase,625,2500,float32,cuda,0.00014894799915055046,0.00019685600000229897,0.04536141999960819,0.008438423000370676,0.004494294999858539,0.001917356999911135,0.028736361000483157,0.6439360360000137,0.7332296959993982,1107.22314453125
9,vase,625,2500,float32,cuda,0.00014937900050426833,0.00018240500048705144,0.04568244700021751,0.009124775000600494,0.00476938700012397,0.001902013000290026,0.028766295999957947,0.6496443409996573,0.7402210430018386,1107.22314453125
0,vase,1250,5000,float64,cuda,0.0001953189994310378,0.00028068499977962347,0.05595379100032005,0.012509733000115375,0.011461646000498149,0.017355824999867764,0.2146017329996539,5.248818301999563,5.561177033999229,8788.27294921875
1,vase,1250,5000,float64,cuda,0.00018039400038105669,0.00019022400010726415,0.04423773500002426,0.011818359999779204,0.010369558000093093,0.017550148000736954,0.21684916999947745,5.35502073600037,5.656216325000969,8788.27294921875
2,vase,1250,5000,float64,cuda,0.00019830800010822713,0.0002179930006604991,0.05015473500043299,0.012445455000488437,0.01030278000052931,0.018251159000101325,0.21619973499946354,5.363980930000253,5.671751095002037,8788.27294921875
3,vase,1250,5000,float64,cuda,0.00015818499923625495,0.00019611000061559025,0.04408511399924464,0.011860396999509248,0.011256832000071881,0.01679473500007589,0.2168785760004539,5.3748671779994766,5.676097126998684,8788.27294921875
4,vase,1250,5000,float64,cuda,0.00016745700031606248,0.00020862400015175808,0.04477758899975015,0.012288471999454487,0.010502174999601266,0.01742231299976993,0.21678437199989276,5.316453268999794,5.6186042709987305,8788.27294921875
5,vase,1250,5000,float64,cuda,0.00015965599959599786,0.0001906910001707729,0.044289970000136236,0.012214078000397421,0.00995045099989511,0.017490076000285626,0.2178914080004688,5.516808727999887,5.818995058000837,8788.27294921875
6,vase,1250,5000,float64,cuda,0.00016430000050604576,0.00019466900084808003,0.04590049499984161,0.012447733999579214,0.010600685000099475,0.017137699999693723,0.216677050000726,5.310367969999788,5.6134906030010825,8788.27294921875
7,vase,1250,5000,float64,cuda,0.00017193900021084119,0.00018815800012816908,0.048174650999499136,0.011938669999835838,0.010531122999964282,0.017504200000075798,0.21645289700063586,5.281435561999388,5.5863971999997375,8788.27294921875
8,vase,1250,5000,float64,cuda,0.00016314500044245506,0.00019412399979046313,0.04387818499981222,0.012038380999911169,0.010584454000309051,0.017481320000115375,0.2168553179999435,5.346269221999137,5.647464148999461,8788.27294921875
9,vase,1250,5000,float64,cuda,0.0001750069995978265,0.00020147500072198454,0.04701089199988928,0.012736466000205837,0.011368846000550548,0.0170557639994513,0.21655430200007686,5.355088321000039,5.660191073000533,8788.27294921875
0,vase,1250,5000,float32,cuda,0.00016933000006247312,0.00018677799926081207,0.043477249000716256,0.008708977999958734,0.01138006899964239,0.013956214000245382,0.11357963600039511,2.6271701109999412,2.8186283650002224,4399.71435546875
1,vase,1250,5000,float32,cuda,0.00015992899989214493,0.00021169100000406615,0.04424134300006699,0.008829293999951915,0.011421852000239596,0.014062883999940823,0.113574306999908,2.6084776079997027,2.8009789079997063,4399.71435546875
2,vase,1250,5000,float32,cuda,0.00016218899963860167,0.00022013799934939016,0.043456606000290776,0.00871302499945159,0.011195365999810747,0.014056627999707416,0.1136167269996804,2.5711535159998675,2.7625741949977964,4399.71435546875
3,vase,1250,5000,float32,cuda,0.00015237200022966135,0.00018070700025418773,0.04417671400005929,0.008555907999834744,0.010677393999685592,0.01407965900034469,0.11366676699981326,2.5858669700000974,2.777356491000319,4399.71435546875
4,vase,1250,5000,float32,cuda,0.00015719000020908425,0.00018602000000100816,0.04534943399994518,0.008654094000121404,0.011591077999582922,0.01417395599946758,0.11332175000006828,2.6144388000002436,2.807872321999639,4399.71435546875
5,vase,1250,5000,float32,cuda,0.00015410600008181063,0.00018684300084714778,0.04451526999946509,0.008486600000651379,0.011558894000700093,0.014153383000120812,0.11341083900060767,2.5922271130002628,2.7846930480027368,4399.71435546875
6,vase,1250,5000,float32,cuda,0.00015597000037814723,0.0001997660001507029,0.044225319999895873,0.008954713000093761,0.011293805000605062,0.015230234000227938,0.11636491899935208,2.578553027000453,2.7749777540011564,4399.71435546875
7,vase,1250,5000,float32,cuda,0.00016607600082352292,0.00019633900046756025,0.04375092800000857,0.009295681999901717,0.011324145999424218,0.01415997599997354,0.11344364599972323,2.5906990879993828,2.783035880999705,4399.71435546875
8,vase,1250,5000,float32,cuda,0.00015408200033562025,0.00020214200048940256,0.04460889599977236,0.008546469000066281,0.011385544999939157,0.014164277000418224,0.11340891899999406,2.6143693650001296,2.8068396950011447,4399.71435546875
9,vase,1250,5000,float32,cuda,0.00017047999972419348,0.00021772200034320122,0.045695398000134446,0.008489245000419032,0.01128952900035074,0.014161667000735179,0.11339960900022561,2.5648325029997068,2.758256153001639,4399.71435546875
