run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
8,apple,1250,5000,float64,cpu,0.00022954100131755695,1.0400253813713789e-07,0.020728599996800767,0.002896300000429619,0.007960335999086965,3.374314526001399,11.115138070003013,2.6099951355718076e-07,14.521267738004099
9,apple,1250,5000,float64,cpu,0.00030210399927455,2.4800101527944207e-07,0.04544348399940645,0.00475817000187817,0.014397943999938434,2.8856051879993174,11.125154078999913,1.9599974621087313e-07,14.07566141300049
0,apple,1250,5000,float32,cpu,0.0002665779975359328,1.1200245353393257e-07,0.020650125999964075,0.0026556119992164895,0.007277292002981994,1.400873059003061,6.330873792998318,2.1799860405735672e-07,7.762596790002135
1,apple,1250,5000,float32,cpu,0.0002389900000707712,1.849984982982278e-07,0.021324682998965727,0.0027639499967335723,0.007338252002227819,1.3897233349998714,5.633143936000124,2.6899942895397544e-07,7.054533599995921
2,apple,1250,5000,float32,cpu,0.0002867479997803457,1.5499972505494952e-07,0.031287576999602607,0.003732645000127377,0.01170406799792545,1.784139243001846,5.5785367879980186,1.9999788491986692e-07,7.40968742399491
3,apple,1250,5000,float32,cpu,0.00022389299920178019,1.7800266505219042e-07,0.020850085998972645,0.002999715001351433,0.009944248999090632,1.4166259420017013,6.207882604998304,2.1199957700446248e-07,7.6585268800008635
4,apple,1250,5000,float32,cpu,0.00023235300250235014,1.7600177670828998e-07,0.020566911000059918,0.0027811610016215127,0.007262429000547854,1.3974044479982695,5.56977558699873,1.8699938664212823e-07,6.998023252002895
5,apple,1250,5000,float32,cpu,0.00023014700127532706,1.180014805868268e-07,0.02573301300071762,0.0031734889998915605,0.007520087001466891,1.3941354470007354,6.312091887000861,1.9800063455477357e-07,7.742884386007063
6,apple,1250,5000,float32,cpu,0.0002261139998154249,1.3199678505770862e-07,0.02056127200194169,0.002649721998750465,0.010607055999571458,1.39386741600174,5.800376524999592,2.449996827635914e-07,7.228288481997879
7,apple,1250,5000,float32,cpu,0.00027471599969430827,2.5999906938523054e-07,0.03310110100210295,0.003802227998676244,0.011917683001229307,1.7399046249993262,5.564352457997302,2.710003172978759e-07,7.3533533419977175
