run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
8,banana,625,2500,float64,cpu,0.00021920799918007106,1.1600059224292636e-07,0.015445396002178313,0.0042180540003755596,0.004735723996418528,0.5797016319993418,2.3476547989994287,3.210006980225444e-07,2.9519752499982133
9,banana,625,2500,float64,cpu,0.0002960379970318172,1.410007826052606e-07,0.023276004001672845,0.00635241700001643,0.011859845999424579,0.7233456499998283,2.40592761699736,2.0199877326376736e-07,3.17105791499489
0,banana,625,2500,float32,cpu,0.000250094999501016,1.680018613114953e-07,0.02342500400118297,0.00609643700227025,0.007067144000757253,0.36611116399944876,1.2876136070008215,3.66999302059412e-07,1.6905639860051451
1,banana,625,2500,float32,cpu,0.00020468400180106983,1.1600059224292636e-07,0.018510645000787918,0.004327368002122967,0.004797696001332952,0.29951091700058896,1.0677310780010885,3.910026862286031e-07,1.3950828950110008
2,banana,625,2500,float32,cpu,0.00024462799774482846,1.490006980020553e-07,0.019497547997161746,0.004185532001429237,0.004351429000962526,0.28660057299930486,1.0716266830022505,1.860025804489851e-07,1.3865067280021321
3,banana,625,2500,float32,cpu,0.00020889299776172265,5.889996828045696e-07,0.019965778999903705,0.004274295999493916,0.0042405409985804,0.2939722570008598,1.0627965790008602,2.3800021153874695e-07,1.3854591719973541
4,banana,625,2500,float32,cpu,0.00019770500148297288,1.0100120562128723e-07,0.01834694799981662,0.004469937000976643,0.004732702000183053,0.28723096499743406,1.0765798930005985,2.1400046534836292e-07,1.3915584650021628
5,banana,625,2500,float32,cpu,0.00021536599888349883,1.0700023267418146e-07,0.018526570998801617,0.004205035998893436,0.004759725998155773,0.29739641299966024,1.0596157449981547,1.8899663700722158e-07,1.384719152989419
6,banana,625,2500,float32,cpu,0.00018505800107959658,2.039996616076678e-07,0.018422605000523617,0.0043936780020885635,0.004549868001049617,0.28461497699754545,1.0754011689969047,2.4600012693554163e-07,1.3875678049989801
7,banana,625,2500,float32,cpu,0.0002006290014833212,1.0500298230908811e-07,0.018668451000849018,0.004306130998884328,0.004274248996807728,0.35457017600128893,1.4232922369992593,1.849984982982278e-07,1.8053121630000533
8,banana,625,2500,float32,cpu,0.00024780500098131597,1.949993020389229e-07,0.02911334699820145,0.0062719599991396535,0.007030699998722412,0.3751049829988915,1.1753087950019108,2.720007614698261e-07,1.5930780569979106
9,banana,625,2500,float32,cpu,0.00020842099911533296,1.0500298230908811e-07,0.018750011000520317,0.004490106999583077,0.004546141000901116,0.2891962470021099,1.0577762639986759,1.9500294001773e-07,1.374967491006828
0,banana,1250,5000,float64,cpu,0.00027828599922941066,1.0099756764248013e-07,0.016754048003349453,0.004727085000922671,0.007307690000743605,2.576243211999099,8.838562205000926,2.1500090952031314e-07,11.443872842002747
1,banana,1250,5000,float64,cpu,0.0002257129999634344,1.8699938664212823e-07,0.023246163000294473,0.005262651000521146,0.0077022129989927635,2.2764626030002546,9.11081541800013,1.769985829014331e-07,11.423715124998125
2,banana,1250,5000,float64,cpu,0.00022958800036576577,9.200084605254233e-08,0.017043318999640178,0.004757106999022653,0.007500708998122718,2.276661977997719,9.405920696000976,1.8199716578237712e-07,11.712113670993858
3,banana,1250,5000,float64,cpu,0.0002394500006630551,1.0999792721122503e-07,0.01652970000213827,0.004820761998416856,0.007503073000407312,2.2383112979987345,9.099460524001188,2.1099913283251226e-07,11.366865127998608
4,banana,1250,5000,float64,cpu,0.0002299209991178941,9.49985405895859e-08,0.01752619000035338,0.0048423910011479165,0.00885870700221858,2.2518115009988833,8.918622569002764,2.2600215743295848e-07,11.201891600005183
5,banana,1250,5000,float64,cpu,0.0002197559988417197,9.699942893348634e-08,0.016464778997033136,0.0047690310020698234,0.007527294001192786,2.231694530997629,8.98363460699693,2.220003807451576e-07,11.244310316993506
6,banana,1250,5000,float64,cpu,0.00022056099987821653,1.1500014807097614e-07,0.016594823999184882,0.004847439002332976,0.007811151001078542,2.2281082039989997,9.130087221001304,1.85998942470178e-07,11.387669701001869
7,banana,1250,5000,float64,cpu,0.00022504899970954284,1.039989001583308e-07,0.01628603900098824,0.004709002998424694,0.0074911629999405704,2.2364902289991733,9.12169339400134,1.9299841369502246e-07,11.38689517399689
8,banana,1250,5000,float64,cpu,0.00023214400061988272,1.0199801181443036e-07,0.01659037200079183,0.004754170000524027,0.007360154999332735,2.239563974999328,9.068202045000362,2.310007403139025e-07,11.33670319399971
